,start_hour,end_hour,rebalance_hour,cov,stdev
4119,8,16,15,shrinkage,0.0855569228843632
6516,16,24,12,shrinkage,0.085557255063546
3642,7,12,18,shrinkage,0.0855582209929734
2342,4,12,14,shrinkage,0.0855622167092839
6356,16,17,20,shrinkage,0.0855673434355558
6380,16,18,20,shrinkage,0.0855673434355558
4686,10,11,6,shrinkage,0.0855679755456018
3295,6,15,7,shrinkage,0.0855712380260697
3298,6,15,10,shrinkage,0.085571552097662
4688,10,11,8,shrinkage,0.0855718388853919
6515,16,24,11,shrinkage,0.0855733366111243
3637,7,12,13,shrinkage,0.085574010215206
2869,5,15,13,shrinkage,0.0855751485639338
2014,3,18,22,shrinkage,0.0855812920739278
4114,8,16,10,shrinkage,0.0855858466761007
1435,2,15,19,shrinkage,0.0855867217726908
6381,16,18,21,shrinkage,0.0855867878067314
1598,2,22,14,shrinkage,0.0855880000008145
1490,2,18,2,shrinkage,0.0855884352787955
2870,5,15,14,shrinkage,0.0855894418596925
2625,4,24,9,shrinkage,0.0855906620299876
3728,7,16,8,shrinkage,0.08559113434363
1507,2,18,19,shrinkage,0.0855912065535502
1967,3,16,23,shrinkage,0.0855917727021979
5008,10,24,16,shrinkage,0.0855930836421947
2348,4,12,20,shrinkage,0.0855943474487596
3297,6,15,9,shrinkage,0.0855951524549279
5501,12,20,5,shrinkage,0.0855953238971407
5509,12,20,13,shrinkage,0.0855967598376814
3038,5,22,14,shrinkage,0.0855974443047138
6537,17,19,9,shrinkage,0.0855982706813195
3690,7,14,18,shrinkage,0.0856021921948191
4310,8,24,14,shrinkage,0.0856026930792288
4687,10,11,7,shrinkage,0.0856083050987473
3718,7,15,22,shrinkage,0.0856094989372299
6357,16,17,21,shrinkage,0.0856097856201268
2270,4,9,14,shrinkage,0.0856114739877241
6269,15,22,5,shrinkage,0.0856134124098217
6383,16,18,23,shrinkage,0.0856160606150486
1466,2,17,2,shrinkage,0.0856170817342901
4567,9,20,7,shrinkage,0.0856173008714772
3638,7,12,14,shrinkage,0.0856179901524943
1459,2,16,19,shrinkage,0.0856210959829602
3717,7,15,21,shrinkage,0.085622052149264
6382,16,18,22,shrinkage,0.0856225546526185
6358,16,17,22,shrinkage,0.0856225546526185
3058,5,23,10,shrinkage,0.085624384857847
1458,2,16,18,shrinkage,0.0856268641169524
1988,3,17,20,shrinkage,0.085627117749731
6359,16,17,23,shrinkage,0.0856272878815045
3716,7,15,20,shrinkage,0.0856296138049105
4690,10,11,10,shrinkage,0.0856318308541296
4912,10,20,16,shrinkage,0.0856323662715814
4936,10,21,16,shrinkage,0.0856328412261439
1465,2,17,1,shrinkage,0.0856346846265286
2578,4,22,10,shrinkage,0.0856362517325064
6682,18,19,10,shrinkage,0.0856369507872323
2271,4,9,15,shrinkage,0.0856372787745427
1483,2,17,19,shrinkage,0.0856387280448435
1482,2,17,18,shrinkage,0.0856434964244668
2013,3,18,21,shrinkage,0.0856457529199231
6272,15,22,8,shrinkage,0.0856518706074141
2623,4,24,7,shrinkage,0.0856522581297244
1595,2,22,11,shrinkage,0.0856523170837781
4692,10,11,12,shrinkage,0.085653279110518
2221,4,7,13,shrinkage,0.0856554829331462
6016,14,20,16,shrinkage,0.0856565574080386
1130,2,3,2,shrinkage,0.0856573088451219
2628,4,24,12,shrinkage,0.0856590425266668
6124,15,16,4,shrinkage,0.0856601387580964
1467,2,17,3,shrinkage,0.0856608067281021
3918,7,24,6,shrinkage,0.0856680492927191
2237,4,8,5,shrinkage,0.085668400420531
3338,6,17,2,shrinkage,0.0856706021075851
1468,2,17,4,shrinkage,0.0856720278605252
1492,2,18,4,shrinkage,0.0856720278605252
2629,4,24,13,shrinkage,0.0856735502183393
3495,6,23,15,shrinkage,0.0856754849579936
4255,8,22,7,shrinkage,0.0856774430950803
1939,3,15,19,shrinkage,0.0856776704948472
3059,5,23,11,shrinkage,0.085679319080068
3300,6,15,12,shrinkage,0.0856794472966129
6270,15,22,6,shrinkage,0.0856801030282526
5506,12,20,10,shrinkage,0.0856802169268961
6271,15,22,7,shrinkage,0.0856808568995616
3639,7,12,15,shrinkage,0.0856838178950564
2577,4,22,9,shrinkage,0.0856844222653954
1506,2,18,18,shrinkage,0.0856897440918963
1680,3,5,0,shrinkage,0.0856961157453029
6123,15,16,3,shrinkage,0.085696516241023
1464,2,17,0,shrinkage,0.0856977921321928
3869,7,22,5,shrinkage,0.0856995293967402
2581,4,22,13,shrinkage,0.0857019623136604
2375,4,13,23,shrinkage,0.0857031907204687
4111,8,16,7,shrinkage,0.0857092760738462
5505,12,20,9,shrinkage,0.0857107368216628
2374,4,13,22,shrinkage,0.0857112129461307
3872,7,22,8,shrinkage,0.0857114161583608
1491,2,18,3,shrinkage,0.0857132236557713
2015,3,18,23,shrinkage,0.0857135846294641
6504,16,24,0,shrinkage,0.0857161980865481
5508,12,20,12,shrinkage,0.0857186913493235
1508,2,18,20,shrinkage,0.085719836455972
4571,9,20,11,shrinkage,0.0857252119113572
1966,3,16,22,shrinkage,0.0857266667690445
6312,15,24,0,shrinkage,0.0857270662116404
4116,8,16,12,shrinkage,0.0857272869568875
3920,7,24,8,shrinkage,0.0857279350685006
1987,3,17,19,shrinkage,0.085730888821235
3894,7,23,6,shrinkage,0.0857359602089653
2238,4,8,6,shrinkage,0.0857384095643627
6536,17,19,8,shrinkage,0.0857387235533312
6680,18,19,8,shrinkage,0.0857387235533312
1131,2,3,3,shrinkage,0.0857392932016632
2575,4,22,7,shrinkage,0.085741151447698
3306,6,15,18,shrinkage,0.0857434923412033
3694,7,14,22,shrinkage,0.0857439518417313
4691,10,11,11,shrinkage,0.0857443436242326
1989,3,17,21,shrinkage,0.0857449940469894
6558,17,20,6,shrinkage,0.0857478771909043
2850,5,14,18,shrinkage,0.0857484219867545
6295,15,23,7,shrinkage,0.0857486414585968
6486,16,23,6,shrinkage,0.0857510959810183
2373,4,13,21,shrinkage,0.0857513890181264
1132,2,3,4,shrinkage,0.0857528951668322
4153,8,18,1,shrinkage,0.0857533911074002
7120,22,23,16,shrinkage,0.0857542293718485
3294,6,15,6,shrinkage,0.0857555660875189
3299,6,15,11,shrinkage,0.085755570232941
6293,15,23,5,shrinkage,0.0857558650198931
1938,3,15,18,shrinkage,0.0857564653602326
2853,5,14,21,shrinkage,0.0857565973947948
2871,5,15,15,shrinkage,0.0857573023082961
5104,11,15,16,shrinkage,0.0857583586713096
5862,13,24,6,shrinkage,0.0857587332582664
2854,5,14,22,shrinkage,0.0857598984043979
6275,15,22,11,shrinkage,0.0857615568213423
4278,8,23,6,shrinkage,0.0857621585164454
5861,13,24,5,shrinkage,0.0857623375304141
4569,9,20,9,shrinkage,0.0857628976465404
1825,3,11,1,shrinkage,0.0857696232145493
4566,9,20,6,shrinkage,0.0857712132211252
6296,15,23,8,shrinkage,0.0857712597961844
4128,8,17,0,shrinkage,0.0857725908858537
6701,18,20,5,shrinkage,0.0857737449734732
3896,7,23,8,shrinkage,0.0857743541989127
2597,4,23,5,shrinkage,0.0857744392683066
3301,6,15,13,shrinkage,0.085775061928369
3303,6,15,15,shrinkage,0.0857762624456767
3922,7,24,10,shrinkage,0.0857772275642845
2598,4,23,6,shrinkage,0.0857776071456656
5474,12,19,2,shrinkage,0.0857776440268702
6567,17,20,15,shrinkage,0.0857822114556515
4154,8,18,2,shrinkage,0.0857827680763808
6703,18,20,7,shrinkage,0.0857830828792357
2012,3,18,20,shrinkage,0.0857850185786662
6279,15,22,15,shrinkage,0.0857852800734993
2817,5,13,9,shrinkage,0.0857869580197858
3302,6,15,14,shrinkage,0.0857889596076625
2627,4,24,11,shrinkage,0.0857890740174233
3871,7,22,7,shrinkage,0.0857896761876365
4254,8,22,6,shrinkage,0.0857905814477673
3923,7,24,11,shrinkage,0.0857966926256316
3874,7,22,10,shrinkage,0.0857970160468817
2223,4,7,15,shrinkage,0.0857970463544388
6505,16,24,1,shrinkage,0.0857990971124481
4277,8,23,5,shrinkage,0.0858009315420883
2818,5,13,10,shrinkage,0.0858027862264582
6566,17,20,14,shrinkage,0.0858056475368363
4253,8,22,5,shrinkage,0.0858068862960192
3870,7,22,6,shrinkage,0.0858073412104318
1489,2,18,1,shrinkage,0.0858081667298701
2580,4,22,12,shrinkage,0.085808398934026
1129,2,3,1,shrinkage,0.0858086347089935
4568,9,20,8,shrinkage,0.0858089989458078
3924,7,24,12,shrinkage,0.0858106557311001
6565,17,20,13,shrinkage,0.0858110212376425
2814,5,13,6,shrinkage,0.0858121570162665
3701,7,15,5,shrinkage,0.0858144626150084
6315,15,24,3,shrinkage,0.0858166385218425
6560,17,20,8,shrinkage,0.0858178736912482
6707,18,20,11,shrinkage,0.0858194731729421
2816,5,13,8,shrinkage,0.0858204011285022
2239,4,8,7,shrinkage,0.0858245742173723
5507,12,20,11,shrinkage,0.0858258845659973
6507,16,24,3,shrinkage,0.0858271714094965
2603,4,23,11,shrinkage,0.0858273164946248
2011,3,18,19,shrinkage,0.0858277613691045
2599,4,23,7,shrinkage,0.0858282890499336
6704,18,20,8,shrinkage,0.0858314051520514
2601,4,23,9,shrinkage,0.0858315347007927
5425,12,17,1,shrinkage,0.0858315347933279
6506,16,24,2,shrinkage,0.0858316672118802
6274,15,22,10,shrinkage,0.0858320797120739
4280,8,23,8,shrinkage,0.0858337702836167
2931,5,18,3,shrinkage,0.085833852309866
5864,13,24,8,shrinkage,0.0858366358248916
2240,4,8,8,shrinkage,0.085838178440648
2605,4,23,13,shrinkage,0.0858384013011379
2405,4,15,5,shrinkage,0.0858387860793105
2241,4,8,9,shrinkage,0.0858400466628602
1962,3,16,18,shrinkage,0.0858408896478594
6278,15,22,14,shrinkage,0.0858414446726824
6708,18,20,12,shrinkage,0.0858427855343833
4350,9,11,6,shrinkage,0.0858434450779453
4575,9,20,15,shrinkage,0.0858446965485071
3926,7,24,14,shrinkage,0.085844710174115
6316,15,24,4,shrinkage,0.0858468451235795
6564,17,20,12,shrinkage,0.0858471212673217
3917,7,24,5,shrinkage,0.0858479926340249
6702,18,20,6,shrinkage,0.0858491829241256
4565,9,20,5,shrinkage,0.0858499693491472
3307,6,15,19,shrinkage,0.0858508334024615
4117,8,16,13,shrinkage,0.0858516398970079
4130,8,17,2,shrinkage,0.08585227725254
2815,5,13,7,shrinkage,0.0858541669741325
4259,8,22,11,shrinkage,0.0858559142985426
1826,3,11,2,shrinkage,0.085861653670572
6485,16,23,5,shrinkage,0.0858620166131165
4257,8,22,9,shrinkage,0.0858627906604553
3895,7,23,7,shrinkage,0.0858646644803113
5510,12,20,14,shrinkage,0.0858674066544557
4574,9,20,14,shrinkage,0.0858684978836422
2351,4,12,23,shrinkage,0.0858687378376673
6710,18,20,14,shrinkage,0.0858702538151841
1321,2,11,1,shrinkage,0.0858715564552418
4256,8,22,8,shrinkage,0.0858725891702941
6122,15,16,2,shrinkage,0.0858746423453132
6705,18,20,9,shrinkage,0.0858760625771997
4152,8,18,0,shrinkage,0.0858762426582496
6303,15,23,15,shrinkage,0.0858778694552024
3873,7,22,9,shrinkage,0.0858792950577357
3925,7,24,13,shrinkage,0.0858798014116166
3893,7,23,5,shrinkage,0.0858803063257435
3705,7,15,9,shrinkage,0.0858803092261866
6313,15,24,1,shrinkage,0.0858807429350663
1827,3,11,3,shrinkage,0.085883561419896
4258,8,22,10,shrinkage,0.0858840986844556
1963,3,16,19,shrinkage,0.0858855411708497
6563,17,20,11,shrinkage,0.0858894471892336
3703,7,15,7,shrinkage,0.0858905401243516
5511,12,20,15,shrinkage,0.0858914973362209
6000,14,20,0,shrinkage,0.0858916665606456
4261,8,22,13,shrinkage,0.085893435488045
6298,15,23,10,shrinkage,0.0858972884839899
4129,8,17,1,shrinkage,0.0858976330880883
3899,7,23,11,shrinkage,0.0859023741013201
6297,15,23,9,shrinkage,0.0859044320676964
6301,15,23,13,shrinkage,0.0859072454501841
2282,4,10,2,shrinkage,0.0859083056487526
4282,8,23,10,shrinkage,0.0859094473117602
3875,7,22,11,shrinkage,0.0859106901235649
6562,17,20,10,shrinkage,0.0859114797113389
3898,7,23,10,shrinkage,0.0859169941309209
3927,7,24,15,shrinkage,0.0859170082317598
2408,4,15,8,shrinkage,0.0859174414077262
2242,4,8,10,shrinkage,0.085917771168938
2600,4,23,8,shrinkage,0.0859190802974718
6003,14,20,3,shrinkage,0.0859190987070279
6002,14,20,2,shrinkage,0.0859199142113312
2606,4,23,14,shrinkage,0.0859207520272618
2813,5,13,5,shrinkage,0.0859209059153981
2372,4,13,20,shrinkage,0.0859229830650724
6557,17,20,5,shrinkage,0.0859231066103966
3876,7,22,12,shrinkage,0.0859266108371479
2855,5,14,23,shrinkage,0.085929349847401
1324,2,11,4,shrinkage,0.0859299069710155
5813,13,22,5,shrinkage,0.0859324300489378
6300,15,23,12,shrinkage,0.08593407102395
3897,7,23,9,shrinkage,0.0859343970124625
5530,12,21,10,shrinkage,0.0859413942122184
1486,2,17,22,shrinkage,0.085943737488175
3879,7,22,15,shrinkage,0.0859440268367569
2819,5,13,11,shrinkage,0.0859453458594151
4110,8,16,6,shrinkage,0.085947098596397
5865,13,24,9,shrinkage,0.0859472713892267
3704,7,15,8,shrinkage,0.0859476642731652
1824,3,11,0,shrinkage,0.0859506077494535
2406,4,15,6,shrinkage,0.0859508763341494
6678,18,19,6,shrinkage,0.0859529691195932
5347,12,13,19,shrinkage,0.0859545256669
5472,12,19,0,shrinkage,0.0859557265590248
6559,17,20,7,shrinkage,0.0859558696544451
2631,4,24,15,shrinkage,0.0859560639830717
4283,8,23,11,shrinkage,0.0859576676890118
6534,17,19,6,shrinkage,0.0859593512840289
3902,7,23,14,shrinkage,0.0859594400030543
5866,13,24,10,shrinkage,0.0859596617206376
5296,11,23,16,shrinkage,0.0859597363601593
2409,4,15,9,shrinkage,0.0859604777892953
6277,15,22,13,shrinkage,0.0859615064065596
6561,17,20,9,shrinkage,0.0859615684161655
5863,13,24,7,shrinkage,0.0859628199366667
6001,14,20,1,shrinkage,0.08596389206604
5867,13,24,11,shrinkage,0.0859644593431462
3919,7,24,7,shrinkage,0.085966135501326
6706,18,20,10,shrinkage,0.0859667733964325
5346,12,13,18,shrinkage,0.0859668367261292
4984,10,23,16,shrinkage,0.0859711060593759
3558,7,9,6,shrinkage,0.0859717329365978
4260,8,22,12,shrinkage,0.0859724857495453
3877,7,22,13,shrinkage,0.0859732309051736
3708,7,15,12,shrinkage,0.0859741348172644
4132,8,17,4,shrinkage,0.0859743726173461
4262,8,22,14,shrinkage,0.0859754363052283
3903,7,23,15,shrinkage,0.0859794855636977
3714,7,15,18,shrinkage,0.0859801239906351
1128,2,3,0,shrinkage,0.0859812819344532
6808,18,24,16,shrinkage,0.0859837146737225
4263,8,22,15,shrinkage,0.0859844269279927
6535,17,19,7,shrinkage,0.0859846477586943
2283,4,10,3,shrinkage,0.0859850748321064
3702,7,15,6,shrinkage,0.0859862273970779
5070,11,14,6,shrinkage,0.0859877157627072
6314,15,24,2,shrinkage,0.0859889874277747
3707,7,15,11,shrinkage,0.0859900829889385
6489,16,23,9,shrinkage,0.0859906034526516
6488,16,23,8,shrinkage,0.0859914431077071
6709,18,20,13,shrinkage,0.0859922575776548
6487,16,23,7,shrinkage,0.0859925264311176
2604,4,23,12,shrinkage,0.0859937497418058
6508,16,24,4,shrinkage,0.0859968915458789
2932,5,18,4,shrinkage,0.0859991755873624
3562,7,9,10,shrinkage,0.0860011970886113
3901,7,23,13,shrinkage,0.0860027539123421
5870,13,24,14,shrinkage,0.0860054522838123
5869,13,24,13,shrinkage,0.0860088625924177
4279,8,23,7,shrinkage,0.0860098383855291
2407,4,15,7,shrinkage,0.0860125678459109
5838,13,23,6,shrinkage,0.0860139527129719
2244,4,8,12,shrinkage,0.0860167750620513
5816,13,22,8,shrinkage,0.0860170918699068
3557,7,9,5,shrinkage,0.0860177806100949
3563,7,9,11,shrinkage,0.0860189316132035
3559,7,9,7,shrinkage,0.0860191371001672
4286,8,23,14,shrinkage,0.0860264066288203
5868,13,24,12,shrinkage,0.0860287564404629
3984,8,11,0,shrinkage,0.0860299555538813
3900,7,23,12,shrinkage,0.0860310847851753
2347,4,12,19,shrinkage,0.0860318280479276
3878,7,22,14,shrinkage,0.0860346584260849
6679,18,19,7,shrinkage,0.0860357721111246
2820,5,13,12,shrinkage,0.0860360987920044
4572,9,20,12,shrinkage,0.0860365820930692
4693,10,11,13,shrinkage,0.0860386745446981
2877,5,15,21,shrinkage,0.0860405034219986
5823,13,22,15,shrinkage,0.086042811404105
6004,14,20,4,shrinkage,0.0860452157811661
1320,2,11,0,shrinkage,0.0860454709583681
2852,5,14,20,shrinkage,0.0860471869224485
5814,13,22,6,shrinkage,0.0860492771634807
3360,6,18,0,shrinkage,0.0860514394813394
3715,7,15,19,shrinkage,0.0860519881208599
3362,6,18,2,shrinkage,0.0860529108559823
3560,7,9,8,shrinkage,0.0860545486962146
2583,4,22,15,shrinkage,0.0860585955082736
2020,3,19,4,shrinkage,0.0860593995031132
3985,8,11,1,shrinkage,0.0860595262543161
2876,5,15,20,shrinkage,0.0860623592412283
6302,15,23,14,shrinkage,0.0860652107696655
5476,12,19,4,shrinkage,0.0860664416088399
5818,13,22,10,shrinkage,0.086067255876739
2017,3,19,1,shrinkage,0.0860704040490131
4287,8,23,15,shrinkage,0.086071236952587
5815,13,22,7,shrinkage,0.086071496148546
6533,17,19,5,shrinkage,0.0860739440206153
3706,7,15,10,shrinkage,0.0860742101776808
4281,8,23,9,shrinkage,0.0860747065851492
6677,18,19,5,shrinkage,0.0860755410288377
6568,17,20,16,shrinkage,0.0860756241005117
2243,4,8,11,shrinkage,0.0860777382292644
6490,16,23,10,shrinkage,0.0860787659131529
2281,4,10,1,shrinkage,0.0860797608707771
5473,12,19,1,shrinkage,0.0860799624887149
5190,11,19,6,shrinkage,0.0860855996033173
5837,13,23,5,shrinkage,0.0860872850670395
1752,3,8,0,shrinkage,0.0860911459660289
6491,16,23,11,shrinkage,0.0860952253282906
6664,17,24,16,shrinkage,0.0860954984560213
5189,11,19,5,shrinkage,0.0860956977806314
6495,16,23,15,shrinkage,0.0860983540302759
2760,5,11,0,shrinkage,0.0860983990678794
2411,4,15,11,shrinkage,0.0861027757549745
5666,13,16,2,shrinkage,0.0861042208347959
1512,2,19,0,shrinkage,0.0861067762871843
2878,5,15,22,shrinkage,0.086110076142669
2904,5,17,0,shrinkage,0.0861114009901783
5821,13,22,13,shrinkage,0.0861136607870728
4590,9,21,6,shrinkage,0.0861144540427865
4589,9,21,5,shrinkage,0.0861184972908525
6494,16,23,14,shrinkage,0.0861191655066781
2018,3,19,2,shrinkage,0.0861196696893478
6493,16,23,13,shrinkage,0.0861222279490614
6299,15,23,11,shrinkage,0.0861228737057796
5525,12,21,5,shrinkage,0.0861245925299994
3336,6,17,0,shrinkage,0.0861261459674397
1323,2,11,3,shrinkage,0.0861270363455795
2761,5,11,1,shrinkage,0.086128096805101
2412,4,15,12,shrinkage,0.0861287218935568
1274,2,9,2,shrinkage,0.0861293697823914
4592,9,21,8,shrinkage,0.086129928420198
4695,10,11,15,shrinkage,0.086131621383798
3986,8,11,2,shrinkage,0.0861321404990983
3363,6,18,3,shrinkage,0.0861348541234074
1249,2,8,1,shrinkage,0.0861356291862319
1515,2,19,3,shrinkage,0.086139656468879
3339,6,17,3,shrinkage,0.0861397141389391
1275,2,9,3,shrinkage,0.0861401660679011
2016,3,19,0,shrinkage,0.0861412636792197
2630,4,24,14,shrinkage,0.0861414827391797
1248,2,8,0,shrinkage,0.0861446208060055
4349,9,11,5,shrinkage,0.086145368418361
2762,5,11,2,shrinkage,0.0861454445623553
1251,2,8,3,shrinkage,0.0861472682448699
5820,13,22,12,shrinkage,0.0861478087409808
4664,9,24,8,shrinkage,0.086148278675705
4591,9,21,7,shrinkage,0.0861496559158738
2602,4,23,10,shrinkage,0.086150936488519
2822,5,13,14,shrinkage,0.0861515886650425
3246,6,13,6,shrinkage,0.0861532043377329
1322,2,11,2,shrinkage,0.0861537179650331
1273,2,9,1,shrinkage,0.0861547041753822
2763,5,11,3,shrinkage,0.0861574065733169
5839,13,23,7,shrinkage,0.0861581918384573
3768,7,18,0,shrinkage,0.0861584704264694
3361,6,18,1,shrinkage,0.0861591649954193
2247,4,8,15,shrinkage,0.0861613615292391
1513,2,19,1,shrinkage,0.0861614943899411
5665,13,16,1,shrinkage,0.08616242153608
4351,9,11,7,shrinkage,0.0861640474526587
2879,5,15,23,shrinkage,0.0861643068898771
5822,13,22,14,shrinkage,0.0861653013804471
5667,13,16,3,shrinkage,0.0861679671664346
1778,3,9,2,shrinkage,0.0861681173346404
2245,4,8,13,shrinkage,0.0861710548436661
4694,10,11,14,shrinkage,0.0861739212033113
4131,8,17,3,shrinkage,0.0861742247796013
5841,13,23,9,shrinkage,0.0861758805841413
2284,4,10,4,shrinkage,0.0861820456558225
1252,2,8,4,shrinkage,0.0861822100901541
2928,5,18,0,shrinkage,0.0861838922883411
2607,4,23,15,shrinkage,0.0861874859465355
5668,13,16,4,shrinkage,0.0861889851423368
3364,6,18,4,shrinkage,0.0861911829110514
3987,8,11,3,shrinkage,0.0861935708224717
5842,13,23,10,shrinkage,0.0861958234140566
4284,8,23,12,shrinkage,0.0861959240000438
5532,12,21,12,shrinkage,0.0862010729634303
2346,4,12,18,shrinkage,0.0862015432617638
2823,5,13,15,shrinkage,0.0862042012350244
5191,11,19,7,shrinkage,0.0862058186491215
2280,4,10,0,shrinkage,0.0862080083824995
5195,11,19,11,shrinkage,0.0862081767584541
4155,8,18,3,shrinkage,0.0862083242887353
5529,12,21,9,shrinkage,0.0862106379156928
3710,7,15,14,shrinkage,0.086212946414171
3245,6,13,5,shrinkage,0.0862130982167801
4662,9,24,6,shrinkage,0.0862131400734098
4661,9,24,5,shrinkage,0.0862139621814046
3247,6,13,7,shrinkage,0.0862160661073666
2019,3,19,3,shrinkage,0.086217004761786
5819,13,22,11,shrinkage,0.0862176357927729
1250,2,8,2,shrinkage,0.0862189449017287
5533,12,21,13,shrinkage,0.0862201190044505
5531,12,21,11,shrinkage,0.0862242625946969
2414,4,15,14,shrinkage,0.0862259840371735
1754,3,8,2,shrinkage,0.0862278964904576
5817,13,22,9,shrinkage,0.0862282794149172
6712,18,20,16,shrinkage,0.0862283263734724
3746,7,17,2,shrinkage,0.0862301393708013
5194,11,19,10,shrinkage,0.0862321143329793
5193,11,19,9,shrinkage,0.0862345081488156
1755,3,8,3,shrinkage,0.0862374823765002
4960,10,22,16,shrinkage,0.0862390048013938
1779,3,9,3,shrinkage,0.0862393856634844
5079,11,14,15,shrinkage,0.0862404965403827
2041,3,20,1,shrinkage,0.0862422473151303
1777,3,9,1,shrinkage,0.0862429104414126
2246,4,8,14,shrinkage,0.0862443174264365
3249,6,13,9,shrinkage,0.0862453502896142
6112,14,24,16,shrinkage,0.0862467340849282
3250,6,13,10,shrinkage,0.0862502416404692
6008,14,20,8,shrinkage,0.0862519362418221
3711,7,15,15,shrinkage,0.0862567192774193
5843,13,23,11,shrinkage,0.0862624977534426
6288,15,23,0,shrinkage,0.0862659676986241
2415,4,15,15,shrinkage,0.0862685970301578
6264,15,22,0,shrinkage,0.0862690193614241
2851,5,14,19,shrinkage,0.0862781283700274
3337,6,17,1,shrinkage,0.0862802563311253
2413,4,15,13,shrinkage,0.0862820150187459
6266,15,22,2,shrinkage,0.0862824026086946
6267,15,22,3,shrinkage,0.086282631315478
5871,13,24,15,shrinkage,0.0862831499848462
5192,11,19,8,shrinkage,0.0862841889487547
6492,16,23,12,shrinkage,0.0862860863809252
6012,14,20,12,shrinkage,0.086286633298588
